FIPS,Common State Abbreviation,Rural Status Description,HPSA Postal Code,Provider Type,Common County Name,HPSA Degree of Shortage,HPSA Designation Population,HPSA Estimated Served Population,HPSA Score,HPSA Shortage
56027,WY,Rural,,Psychiatrist,"Niobrara County, WY",Not applicable,124497.0,100000.0,0,1.23
56009,WY,Rural,,Psychiatrist,"Converse County, WY",Not applicable,124497.0,100000.0,0,1.23
56033,WY,,,,"Sheridan County, WY",Not applicable,29015.0,,0,0.8
56033,WY,Rural,,Psychiatrist,"Sheridan County, WY",Not applicable,97824.0,31600.0,16,4.94
56045,WY,Rural,,Psychiatrist,"Weston County, WY",Not applicable,97824.0,31600.0,16,4.94
56019,WY,Rural,,Psychiatrist,"Johnson County, WY",Not applicable,97824.0,31600.0,16,4.94
56011,WY,Rural,,Psychiatrist,"Crook County, WY",Not applicable,97824.0,31600.0,16,4.94
56005,WY,Rural,,Psychiatrist,"Campbell County, WY",Not applicable,97824.0,31600.0,16,4.94
56023,WY,Rural,,Psychiatrist,"Lincoln County, WY",Not applicable,114639.0,8000.0,17,7.24
56041,WY,Rural,,Psychiatrist,"Uinta County, WY",Not applicable,114639.0,8000.0,17,7.24
56037,WY,Rural,,Psychiatrist,"Sweetwater County, WY",Not applicable,114639.0,8000.0,17,7.24
56035,WY,Rural,,Psychiatrist,"Sublette County, WY",Not applicable,114639.0,8000.0,17,7.24
56039,WY,Rural,,Psychiatrist,"Teton County, WY",Not applicable,114639.0,8000.0,17,7.24
56027,WY,Rural,,Psychiatrist,"Niobrara County, WY",Not applicable,132794.0,72600.0,13,5.22
56009,WY,Rural,,Psychiatrist,"Converse County, WY",Not applicable,132794.0,72600.0,13,5.22
56013,WY,Rural,,Psychiatrist,"Fremont County, WY",Not applicable,132794.0,72600.0,13,5.22
56025,WY,Partially Rural,,Psychiatrist,"Natrona County, WY",Not applicable,132794.0,72600.0,13,5.22
56001,WY,Rural,,Psychiatrist,"Albany County, WY",Not applicable,163339.0,93200.0,13,6.23
56015,WY,Rural,,Psychiatrist,"Goshen County, WY",Not applicable,163339.0,93200.0,13,6.23
56031,WY,Rural,,Psychiatrist,"Platte County, WY",Not applicable,163339.0,93200.0,13,6.23
56007,WY,Rural,,Psychiatrist,"Carbon County, WY",Not applicable,163339.0,93200.0,13,6.23
56021,WY,Partially Rural,,Psychiatrist,"Laramie County, WY",Not applicable,163339.0,93200.0,13,6.23
56003,WY,Rural,,Psychiatrist,"Big Horn County, WY",Not applicable,52591.0,30000.0,14,2.01
56043,WY,Rural,,Psychiatrist,"Washakie County, WY",Not applicable,52591.0,30000.0,14,2.01
56017,WY,Rural,,Psychiatrist,"Hot Springs County, WY",Not applicable,52591.0,30000.0,14,2.01
56029,WY,Rural,,Psychiatrist,"Park County, WY",Not applicable,52591.0,30000.0,14,2.01
56041,WY,Rural,,Psychiatrist,"Uinta County, WY",Not applicable,19667.0,0.0,0,0.7
56039,WY,Rural,,Psychiatrist,"Teton County, WY",Not applicable,18633.0,12000.0,0,0.0
56037,WY,Rural,,Psychiatrist,"Sweetwater County, WY",Not applicable,36781.0,0.0,0,1.2
56035,WY,Rural,,Psychiatrist,"Sublette County, WY",Not applicable,6479.0,0.0,0,0.2
56023,WY,Rural,,Psychiatrist,"Lincoln County, WY",Not applicable,15013.0,0.0,0,0.5
56013,WY,Rural,,Psychiatrist,"Fremont County, WY",Not applicable,35714.0,20000.0,0,0.2
56007,WY,Rural,,Psychiatrist,"Carbon County, WY",Not applicable,14320.0,0.0,0,0.5
55013,WI,Rural,54840-7827,,"Burnett County, WI",,,,19,
55111,WI,Rural,53588-8000,,"Sauk County, WI",,,,20,
55095,WI,Rural,54005-8581,,"Polk County, WI",,,,21,
55095,WI,Rural,54853-9057,,"Polk County, WI",,,,21,
55005,WI,Rural,54889-9069,,"Barron County, WI",,,,21,
55123,WI,Rural,54634-9054,,"Vernon County, WI",,,,17,
55057,WI,Rural,53968,,"Juneau County, WI",,,,20,
55057,WI,Rural,53929-9776,,"Juneau County, WI",,,,20,
55019,WI,Rural,54437-9733,,"Clark County, WI",,,,20,
55019,WI,Rural,54446-9604,,"Clark County, WI",,,,20,
55019,WI,Rural,54456-1706,,"Clark County, WI",,,,20,
55083,WI,Rural,54174-9012,,"Oconto County, WI",,,,17,
55083,WI,Non-Rural,54149-9656,,"Oconto County, WI",,,,17,
55083,WI,Rural,54139-9169,,"Oconto County, WI",,,,17,
55083,WI,Rural,54124-9325,,"Oconto County, WI",,,,17,
55109,WI,Rural,54002-9214,,"St. Croix County, WI",,,,18,
55023,WI,Rural,54655-1400,,"Crawford County, WI",,,,20,
55057,WI,Rural,53929-1011,,"Juneau County, WI",,,,17,
55051,WI,Rural,54534-1372,,"Iron County, WI",,,,10,
55117,WI,Non-Rural,53081-4006,,"Sheboygan County, WI",,1.0,,19,0.0
55079,WI,Non-Rural,53204-3310,,"Milwaukee County, WI",,1.0,,15,0.0
55105,WI,,,Psychiatrist,"Rock County, WI",Not applicable,61428.0,48000.0,10,0.67
55057,WI,Rural,53950-1083,,"Juneau County, WI",,,,9,0.0
55057,WI,Rural,53948-1931,,"Juneau County, WI",,,,9,0.0
55057,WI,Rural,54646-8253,,"Juneau County, WI",,,,14,0.0
55101,WI,Non-Rural,,,"Racine County, WI",Not applicable,19261.0,,15,0.3
55101,WI,Non-Rural,,,"Racine County, WI",Not applicable,19261.0,,15,0.3
55101,WI,Non-Rural,,,"Racine County, WI",Not applicable,19261.0,,15,0.3
55101,WI,Non-Rural,,,"Racine County, WI",Not applicable,19261.0,,15,0.3
55101,WI,Non-Rural,,,"Racine County, WI",Not applicable,19261.0,,15,0.3
55007,WI,Rural,54847-4690,,"Bayfield County, WI",,,,21,0.0
55013,WI,Rural,54893-9251,,"Burnett County, WI",,,,0,0.0
55009,WI,Non-Rural,54155-9035,,"Brown County, WI",,,,19,0.0
55003,WI,Rural,54861-0250,,"Ashland County, WI",,,,14,0.0
55125,WI,Rural,54538-9682,,"Vilas County, WI",,,,20,0.0
55125,WI,Rural,54538-9208,,"Vilas County, WI",,,,20,0.0
55078,WI,Rural,54135-9202,,"Menominee County, WI",,,,15,0.0
55113,WI,Rural,54843-2186,,"Sawyer County, WI",,,,20,0.0
55041,WI,Rural,54520-8880,,"Forest County, WI",,,,15,0.0
55041,WI,Rural,54520-8627,,"Forest County, WI",,,,18,0.0
55115,WI,Rural,54416,,"Shawano County, WI",,,,22,0.0
55053,WI,Rural,54615-0636,,"Jackson County, WI",,,,17,0.0
55007,WI,Rural,54814-0529,,"Bayfield County, WI",,,,0,0.0
55139,WI,Non-Rural,54952-3727,,"Winnebago County, WI",,,,16,0.0
55105,WI,Non-Rural,53511-3550,,"Rock County, WI",,,,22,0.0
55059,WI,Non-Rural,53140-5917,,"Kenosha County, WI",,,,17,0.0
55073,WI,Non-Rural,54403-3492,,"Marathon County, WI",,,,20,0.0
55081,WI,Rural,54619-2011,,"Monroe County, WI",,,,22,0.0
55009,WI,Non-Rural,54301-4923,,"Brown County, WI",,,,18,0.0
55079,WI,Non-Rural,53204-2712,,"Milwaukee County, WI",,,,21,0.0
55129,WI,Rural,54859-9303,,"Washburn County, WI",,,,19,0.0
55079,WI,Non-Rural,53212-2709,,"Milwaukee County, WI",,,,8,0.0
55079,WI,Non-Rural,53206-3328,,"Milwaukee County, WI",,,,17,0.0
55025,WI,Non-Rural,53713-1916,,"Dane County, WI",,,,13,0.0
55083,WI,Rural,54138-0179,,"Oconto County, WI",,,,22,0.0
55079,WI,Non-Rural,53208-1953,,"Milwaukee County, WI",,,,20,0.0
55137,WI,Rural,54982-8480,,"Waushara County, WI",,,,23,0.0
55141,WI,Rural,54449-5703,,"Wood County, WI",,,,17,0.0
55045,WI,,,,"Green County, WI",Not applicable,0.0,,0,0.0
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55079,WI,Non-Rural,,,"Milwaukee County, WI",Not applicable,92728.0,,17,0.7
55105,WI,,,Psychiatrist,"Rock County, WI",Not applicable,22105.0,0.0,17,1.11
55105,WI,,,Psychiatrist,"Rock County, WI",Not applicable,22105.0,0.0,17,1.11
55105,WI,,,Psychiatrist,"Rock County, WI",Not applicable,22105.0,0.0,17,1.11
55105,WI,,,Psychiatrist,"Rock County, WI",Not applicable,22105.0,0.0,17,1.11
55105,WI,,,Psychiatrist,"Rock County, WI",Not applicable,22105.0,0.0,17,1.11
55105,WI,,,Psychiatrist,"Rock County, WI",Not applicable,22105.0,0.0,17,1.11
55105,WI,,,Psychiatrist,"Rock County, WI",Not applicable,22105.0,0.0,17,1.11
55057,WI,Rural,53948,,"Juneau County, WI",,,,8,0.3
55069,WI,Rural,54442-9711,,"Lincoln County, WI",,,,15,0.19
55079,WI,Non-Rural,53214-3174,,"Milwaukee County, WI",,,,17,0.0
55039,WI,Non-Rural,54937-6007,,"Fond du Lac County, WI",,,,0,0.5
55139,WI,Non-Rural,54956-1813,,"Winnebago County, WI",,,,12,2.8
55079,WI,Non-Rural,53226-3559,,"Milwaukee County, WI",,,,20,133.78
55133,WI,Non-Rural,53018-3451,,"Waukesha County, WI",,,,3,0.0
55111,WI,Rural,53588-8005,,"Sauk County, WI",,,,20,
55049,WI,Rural,53543-9779,,"Iowa County, WI",,,,19,
55097,WI,Rural,,,"Portage County, WI",Not applicable,189100.0,,0,
55141,WI,Rural,,,"Wood County, WI",Not applicable,189100.0,,0,
55123,WI,Rural,54639,,"Vernon County, WI",,,,20,
55123,WI,Rural,54665-4000,,"Vernon County, WI",,,,20,
55043,WI,Rural,53569-9452,,"Grant County, WI",,,,20,
55095,WI,Rural,54837-8953,,"Polk County, WI",,,,21,
55073,WI,Partially Rural,,,"Marathon County, WI",Not applicable,169723.0,,0,
55123,WI,Rural,54667-1012,,"Vernon County, WI",,,,20,
55043,WI,Rural,53805-1601,,"Grant County, WI",,1.0,,17,0.0
55043,WI,Rural,53573-9251,,"Grant County, WI",,1.0,,16,0.0
55111,WI,Rural,53913,,"Sauk County, WI",,1.0,,20,0.0
55013,WI,Rural,54893-8205,,"Burnett County, WI",,,,18,
55027,WI,Rural,,Psychiatrist,"Dodge County, WI",Not applicable,83247.0,55600.0,7,2.77
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,57338.0,22600.0,15,2.69
55083,WI,Partially Rural,,Psychiatrist,"Oconto County, WI",Not applicable,37033.0,5600.0,14,2.19
55021,WI,Rural,53901-9485,,"Columbia County, WI",3,1545.0,,12,0.17
55079,WI,Non-Rural,53233-1446,,"Milwaukee County, WI",6,5415.0,,6,1.58
55101,WI,Non-Rural,53177-1829,,"Racine County, WI",6,3225.0,,6,1.31
55127,WI,Rural,,Psychiatrist,"Walworth County, WI",Not applicable,99933.0,32400.0,13,5.04
55075,WI,Rural,,Psychiatrist,"Marinette County, WI",Not applicable,40364.0,21600.0,14,1.61
55103,WI,Rural,,Psychiatrist,"Richland County, WI",Not applicable,17536.0,5600.0,17,0.89
55139,WI,Non-Rural,54901,,"Winnebago County, WI",,,,8,9.3
55029,WI,Rural,,Psychiatrist,"Door County, WI",Not applicable,27353.0,17000.0,13,0.97
55043,WI,Rural,,Psychiatrist,"Grant County, WI",Not applicable,47266.0,18000.0,18,2.25
55065,WI,Rural,,Psychiatrist,"Lafayette County, WI",Not applicable,16665.0,7000.0,16,0.76
55013,WI,Rural,,Psychiatrist,"Burnett County, WI",Not applicable,15189.0,0.0,18,1.01
55107,WI,Rural,,Psychiatrist,"Rusk County, WI",Not applicable,14219.0,0.0,18,0.95
55023,WI,Rural,53821-2729,,"Crawford County, WI",6,977.0,,6,0.34
55115,WI,Rural,,Psychiatrist,"Shawano County, WI",Not applicable,40698.0,31600.0,12,1.13
55073,WI,Partially Rural,,Psychiatrist,"Marathon County, WI",Not applicable,132896.0,51600.0,13,6.28
55129,WI,,,Psychiatrist,"Washburn County, WI",Not applicable,15506.0,0.0,17,1.03
55019,WI,Rural,,Psychiatrist,"Clark County, WI",Not applicable,33986.0,5600.0,17,1.99
55061,WI,Partially Rural,,Psychiatrist,"Kewaunee County, WI",Not applicable,20323.0,4000.0,14,1.15
55113,WI,,,Psychiatrist,"Sawyer County, WI",Not applicable,16066.0,0.0,18,1.07
55027,WI,Rural,53933,,"Dodge County, WI",6,2113.0,,12,0.76
55001,WI,Rural,,Psychiatrist,"Adams County, WI",Not applicable,19257.0,7600.0,16,0.9
55005,WI,Rural,,Psychiatrist,"Barron County, WI",Not applicable,44940.0,4000.0,17,2.8
55051,WI,Rural,,Psychiatrist,"Iron County, WI",Not applicable,109634.0,10000.0,17,6.81
55003,WI,Rural,,Psychiatrist,"Ashland County, WI",Not applicable,109634.0,10000.0,17,6.81
55113,WI,Rural,,Psychiatrist,"Sawyer County, WI",Not applicable,109634.0,10000.0,17,6.81
55007,WI,Rural,,Psychiatrist,"Bayfield County, WI",Not applicable,109634.0,10000.0,17,6.81
55129,WI,Rural,,Psychiatrist,"Washburn County, WI",Not applicable,109634.0,10000.0,17,6.81
55031,WI,Partially Rural,,Psychiatrist,"Douglas County, WI",Not applicable,109634.0,10000.0,17,6.81
55017,WI,Partially Rural,,Psychiatrist,"Chippewa County, WI",Not applicable,60568.0,0.0,15,4.04
55009,WI,Non-Rural,54301-1635,,"Brown County, WI",6,1523.0,,6,0.46
55011,WI,Rural,,Psychiatrist,"Buffalo County, WI",Not applicable,13196.0,0.0,15,0.88
55027,WI,Rural,53963-1949,,"Dodge County, WI",6,5871.0,,9,1.41
55097,WI,Rural,,Psychiatrist,"Portage County, WI",Not applicable,21052.0,7712.0,16,1.0144
55057,WI,Rural,53950-1530,,"Juneau County, WI",6,1527.0,,15,0.46
55069,WI,Rural,,Psychiatrist,"Lincoln County, WI",Not applicable,27830.0,5600.0,17,1.58
55055,WI,Rural,,Psychiatrist,"Jefferson County, WI",Not applicable,80804.0,60000.0,12,2.04
55123,WI,Rural,,Psychiatrist,"Vernon County, WI",Not applicable,29658.0,14000.0,17,1.28
55057,WI,Rural,,Psychiatrist,"Juneau County, WI",Not applicable,25329.0,7200.0,15,1.33
55093,WI,Partially Rural,,Psychiatrist,"Pierce County, WI",Not applicable,38177.0,5000.0,16,2.3
55059,WI,Non-Rural,,Psychiatrist,"Kenosha County, WI",Not applicable,162383.0,147200.0,7,3.47
55121,WI,Rural,,Psychiatrist,"Trempealeau County, WI",Not applicable,28721.0,14200.0,11,1.2
55077,WI,Rural,,Psychiatrist,"Marquette County, WI",Not applicable,14980.0,0.0,16,1.0
55139,WI,Non-Rural,54901-1140,,"Winnebago County, WI",3,3051.0,,3,0.43
55067,WI,Rural,,Psychiatrist,"Langlade County, WI",Not applicable,7611.0,6200.0,12,0.2
55111,WI,Rural,,Psychiatrist,"Sauk County, WI",Not applicable,61727.0,38600.0,13,2.19
55078,WI,Rural,,Psychiatrist,"Menominee County, WI",Not applicable,2503.0,2400.0,15,0.05
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
55079,WI,Non-Rural,,Psychiatrist,"Milwaukee County, WI",Not applicable,255699.0,90800.0,15,12.51
